metric_type,metric_name,grouping,group_value,count,mean,median,std,min,max,q25,q75
rouge,generated_rouge2_f,ai_model_approach,gpt_universal,30,0.05911633987659643,0.05583899755999421,0.03685351053221995,0.008658005682803067,0.14432989237491306,0.027650733902051805,0.08488241392587587
rouge,generated_rougeL_f,ai_model_approach,gpt_universal,30,0.18230264140994604,0.184532871733175,0.052725040393251064,0.046511625260275975,0.28691982649290537,0.15766325447723495,0.21118047530508977
rouge,generated_hl_rouge1_f,ai_model_approach,gpt_universal,30,0.21594162470823156,0.22048610851372613,0.050209345472394085,0.08988763938896605,0.31527093250988864,0.1781249975308811,0.24996661917130414
rouge,generated_hl_rouge2_f,ai_model_approach,gpt_universal,30,0.12256075656453452,0.12204098225750924,0.048298471326553565,0.034883718699297066,0.23021582434216661,0.08433405871574935,0.15725600203749823
rouge,generated_hl_rougeL_f,ai_model_approach,gpt_universal,30,0.20877598836643824,0.21571592943291293,0.04878076980762326,0.08988763938896605,0.3054187157611202,0.17380780138630778,0.23292594949067635
rouge,original_hl_rouge1_f,ai_model_approach,gpt_universal,30,0.22242411784911426,0.19760311818476073,0.1119787386118019,0.04651162585181188,0.5365853618173706,0.14146741325536175,0.27355931933571986
rouge,original_hl_rouge2_f,ai_model_approach,gpt_universal,30,0.12959874080804254,0.11287758126764108,0.09902672114600954,0.0,0.3838383801652894,0.06323663698991464,0.18406379763725225
rouge,original_hl_rougeL_f,ai_model_approach,gpt_universal,30,0.21336162085820023,0.1869542851477642,0.11103371110992578,0.04651162585181188,0.5365853618173706,0.13161375471349793,0.2566438327748087
rouge,generated_rouge1_f,ai_model_newspaper,gpt_tass,88,0.2261789559111473,0.22106899504055277,0.04889491692457633,0.10714285227780633,0.36666666225987654,0.19509548163632534,0.255476639947691
rouge,generated_rouge2_f,ai_model_newspaper,gpt_tass,88,0.07854754570619284,0.07083076298892739,0.036703504207534494,0.022675731961478058,0.19246861494021472,0.05320383599481495,0.10285043597880156
rouge,generated_rougeL_f,ai_model_newspaper,gpt_tass,88,0.2134795905007161,0.20688089895253917,0.04648744595582834,0.10714285227780633,0.3444444400376544,0.18243033568259234,0.2345182327639374
rouge,generated_hl_rouge1_f,ai_model_newspaper,gpt_tass,88,0.21483970420841694,0.21020142712417123,0.05825536062493126,0.09756097361760861,0.376470584965398,0.17485464878057005,0.2505841092620546
rouge,generated_hl_rouge2_f,ai_model_newspaper,gpt_tass,88,0.11710312316758568,0.11506452135071432,0.0521126917991762,0.03252032337728876,0.2883720901737156,0.0817523445043615,0.14482228929922175
rouge,generated_hl_rougeL_f,ai_model_newspaper,gpt_tass,88,0.2071954495777727,0.20530382624811222,0.05869958372363391,0.09756097361760861,0.376470584965398,0.16995613808742235,0.24297835806164494
