headline,newspaper,ai_model,approach,file,headline_length,generated_rouge1_f,generated_rouge2_f,generated_rougeL_f,generated_hl_rouge1_f,generated_hl_rouge2_f,generated_hl_rougeL_f,original_hl_rouge1_f,original_hl_rouge2_f,original_hl_rougeL_f
"""Авито Услуги"": спрос на услуги нянь в апреле в России вырос на 8%",tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,13,0.22222221741652864,0.08771929346722095,0.19354838229108068,0.20689654820832346,0.1529411732006921,0.1931034447600476,0.2799999972445,0.20661156777371767,0.2599999972445
В Госдуме опровергли сообщения о необходимости регистрации теплиц на дачах,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,10,0.2247190966544629,0.08737863635403925,0.2247190966544629,0.5454545411157026,0.4166666625347223,0.5454545411157026,0.24657533936573467,0.15662650321962554,0.24657533936573467
"На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок",tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,11,0.2336769716725122,0.1337047310830923,0.21993126720515824,0.495999995968,0.37583892244133155,0.495999995968,0.25423728560937947,0.1901408428042551,0.24576270933819308
В Москве более 500 человек приняли участие в акции солидарности профсоюзов,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,11,0.23999999685372841,0.10830324604777863,0.21333333018706177,0.6666666619135801,0.5060240917056178,0.6388888841358026,0.22009569145944463,0.13281249787139895,0.210526313469014
"В Тверской области слесарь первым получил звание ""Герой Труда""",tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,9,0.23868312333621233,0.10108302826519325,0.23868312333621233,0.34042552856496155,0.2524271814572533,0.3191489328202807,0.14814814625570397,0.08490565874555005,0.13756613567369336
"Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган",tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,12,0.3354838659929241,0.15135134638422226,0.29677418857356924,0.3296703263663809,0.2692307662444527,0.3296703263663809,0.21568627147827762,0.11764705614010318,0.19607842834102268
Уровень воды в районе села Ильинка Тюменской области достиг пика,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,10,0.18848167246621533,0.11244979661037732,0.18848167246621533,0.6666666620027436,0.5423728767710428,0.6666666620027436,0.19209039347569348,0.12931034318110882,0.19209039347569348
По ОМС за последние несколько лет стали доступными 300 видов медпомощи,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,11,0.39263803226165833,0.2127659530262563,0.3067484617095111,0.5348837164602488,0.35555555126913585,0.5348837164602488,0.385185181811797,0.24675324377804014,0.3407407373673526
И.о. президента Южной Кореи ушел в отставку,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,7,0.14189188991074692,0.057742780526725546,0.13513513315399014,0.6666666619135801,0.48148147681755843,0.6296296248765433,0.12676056201076175,0.05449591177601736,0.10563380144738149
Эксперт Барреро: вероятность повторного масштабного блэкаута в Испании мала,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,9,0.12093022941438623,0.031872506966556365,0.11162790383299089,0.46874999548828133,0.35294117209342557,0.4374999954882812,0.11282051081867193,0.06167400706010214,0.11282051081867193
Прокуратура Южной Кореи обвинила Юн Сок Ёля в превышении полномочий,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,10,0.18713449860264708,0.07070706633200721,0.17543859216989854,0.4057970980466289,0.2564102534648258,0.3768115908002521,0.1666666646522039,0.108108106395179,0.1666666646522039
Верховный суд Южной Кореи не согласился с оправданием фаворита президентской гонки,tass,yandex,neutral,tass_combined_yandex_01_05_12_05.csv,11,0.36363635880165296,0.1777777729777779,0.3376623328276269,0.5806451569198752,0.4509803880046136,0.5161290278876172,0.4132231367666144,0.30434782268431004,0.4132231367666144
"Президент Сербии Александр Вучич досрочно прервал визит в США из-за болезни, его госпитализировали",tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,13,0.10989010571670103,0.018867920469918992,0.0879120837386791,0.3913043435916825,0.19417475341313986,0.36956521315689983,0.18181817681983486,0.07017543361034201,0.18181817681983486
Силовики сорвали концерт в баре Екатеринбурга,tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,6,0.0909090859900829,0.0,0.0909090859900829,0.1647058784055364,0.06382978343141715,0.14117646664083058,0.11267605195794503,0.0,0.11267605195794503
На Москву и Подмосковье обрушился сильный снегопад,tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,7,0.11578946888421073,0.01809954279887922,0.11578946888421073,0.11290322432362124,0.0675675661915632,0.11290322432362124,0.04651162585181188,0.0,0.04651162585181188
"Цена на «однушку» в Москве выросла на 86% за пять лет, цена студии — на 97%",tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,16,0.1538461491124262,0.03773584438100806,0.1538461491124262,0.3356643316973935,0.26086956121042065,0.2937062897393516,0.19230768762019243,0.09230768753964522,0.1730769183894232
"Во Владивостоке прошел детский парад «Правнуки Победы», на который пригласили детей из КНДР",tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,13,0.11111110677752602,0.013888884756945673,0.09523809090451016,0.4516128989750261,0.3098591508827614,0.419354834458897,0.20512820013149255,0.02439023890541447,0.17948717449046694
В ближайшие дни на Землю упадет советская межпланетная станция «Космос-482» весом в полтонны,tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,13,0.21978021507245513,0.06603773117346064,0.19780219309443317,0.2631578899584488,0.12403100300462731,0.2631578899584488,0.13924050225524767,0.05464480477171637,0.12658227440714642
"Ученые создали лекарство, нейтрализующее яд 19 самых смертоносных змей",tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,9,0.1397849413065096,0.0,0.1397849413065096,0.516129027778356,0.3692307648568047,0.4193548342299688,0.10958903699756067,0.0,0.09589040686057437
Релиз GTA VI перенесли на май 2026 года,tvrain,yandex,tass,tvrain_combined_yandex_04_05_18_42.csv,8,0.22222221758127225,0.03571428115717179,0.22222221758127225,0.30379746422688675,0.14457830914211073,0.27848100853068425,0.1666666635680556,0.04511277899711705,0.14999999690138896
Лавров и глава МИД Тоголезской Республики обменялись поздравительными телеграммами,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,9,0.37426900086864345,0.21674876347302785,0.37426900086864345,0.4112149494977728,0.20155038428700203,0.4112149494977728,0.45762711511490956,0.3593749966711427,0.44067796257253666
Президент Доминиканы встретился с главой МИД РФ,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,7,0.24083769133850508,0.05194804698187863,0.24083769133850508,0.16216216009414822,0.07246376640936783,0.16216216009414822,0.1698113186027056,0.08403361149918796,0.1698113186027056
Кабмин одобрил проект соглашения о безвизовом режиме с Мьянмой,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,9,0.2717391255505672,0.10045661614728656,0.2717391255505672,0.39999999617959187,0.27118643714880786,0.39999999617959187,0.3157894704483013,0.2064516100262227,0.3007518764633389
"Йеллен: пошлины, введенные Трампом, грозят стране рецессией",tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,7,0.19243985832382718,0.04986149179057898,0.1855670060901502,0.18348623542126086,0.08130081017648234,0.1651376115680499,0.1071428554436384,0.07857142718392858,0.09821428401506699
"Группа ""Аэрофлот"" с июня запустит два регулярных рейса между Красноярском и Анадырем",tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,12,0.2645502597217324,0.13389120865391027,0.2645502597217324,0.44660193797341885,0.3666666630888889,0.44660193797341885,0.2898550694055871,0.18285714016914287,0.2898550694055871
Цена Brent на ICE опустилась ниже $60 за баррель впервые с 9 апреля,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,13,0.43478260369905486,0.1931034432818075,0.41739129935122876,0.43037974270789936,0.23404254938886376,0.43037974270789936,0.5365853618173706,0.3838383801652894,0.5365853618173706
Посол РФ: сумма инвестиций России в Казахстан вдвое больше официальных данных,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.23655913527112968,0.10619468574516426,0.22939067648976766,0.38518518107654315,0.20512820137820517,0.3703703662617285,0.24324324034696862,0.13793103194081124,0.24324324034696862
В РФ дилеры ожидают роста продаж новых легковых авто за апрель на 15-20%,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,13,0.2508038538116852,0.05167958189051181,0.2186495129756724,0.22695035187968415,0.10843373264044133,0.21276595471656357,0.1388888869860254,0.06792452677935211,0.12962962772676612
Башкирия намерена делать упор на несырьевом неэнергетическом экспорте и экспорте услуг,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.1831501787556523,0.036923072549112944,0.16849816410363763,0.17857142530771689,0.06153845843195283,0.16071428245057404,0.20289854874932903,0.12244897775926697,0.20289854874932903
FT: ЕС может ограничить сроки соглашения с Лондоном в области продовольствия,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.2636363590863637,0.11583011142052164,0.23636363181363648,0.4181818139818182,0.27350426953027984,0.4181818139818182,0.2954545424076705,0.18446601679328872,0.2954545424076705
"""Авито Услуги"": спрос на услуги нянь в апреле в России вырос на 8%",tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,13,0.26966291666315984,0.10778442642457621,0.2546816432549202,0.2556390940132286,0.16049382377305296,0.2556390940132286,0.2799999972445,0.20661156777371767,0.2599999972445
В Госдуме опровергли сообщения о необходимости регистрации теплиц на дачах,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,10,0.1704545410356406,0.04975123947724104,0.1704545410356406,0.3953488328177393,0.24175823749788675,0.372093018864251,0.24657533936573467,0.15662650321962554,0.24657533936573467
"На первый конкурс Президентского фонда природы подали более 1,6 тыс. заявок",tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.2614379039888505,0.12234042102436073,0.24183006085159559,0.3999999962500001,0.3132530085839745,0.3999999962500001,0.25423728560937947,0.1901408428042551,0.24576270933819308
В Москве более 500 человек приняли участие в акции солидарности профсоюзов,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.24313725078231452,0.1082802507150393,0.2274509762725106,0.4313725450365245,0.3333333295013889,0.4313725450365245,0.22009569145944463,0.13281249787139895,0.210526313469014
"В Тверской области слесарь первым получил звание ""Герой Труда""",tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,9,0.23741006717535335,0.1042944736969779,0.22302157796672026,0.18604650900787217,0.07894736623355268,0.15503875706988768,0.14814814625570397,0.08490565874555005,0.13756613567369336
"Кабмин выделил ЕАО 233,6 млн рублей на реконструкцию моста через реку Хинган",tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,12,0.2906976694246891,0.1274509753940794,0.2674418554712007,0.314814811915295,0.2113821112089365,0.27777777487825794,0.21568627147827762,0.11764705614010318,0.19607842834102268
Уровень воды в районе села Ильинка Тюменской области достиг пика,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,10,0.21719456602117082,0.08540924892795193,0.2081447922655147,0.35714285351473923,0.2637362601859679,0.35714285351473923,0.19209039347569348,0.12931034318110882,0.19209039347569348
По ОМС за последние несколько лет стали доступными 300 видов медпомощи,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,11,0.32487309147568866,0.1583333283458335,0.30456852294776987,0.36666666300138895,0.21126760246776435,0.36666666300138895,0.385185181811797,0.24675324377804014,0.3407407373673526
И.о. президента Южной Кореи ушел в отставку,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,7,0.20307691998939645,0.08612439909377084,0.20307691998939645,0.40963855043692843,0.26373626030672626,0.3855421648947598,0.12676056201076175,0.05449591177601736,0.10563380144738149
Эксперт Барреро: вероятность повторного масштабного блэкаута в Испании мала,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,9,0.1673640127385726,0.05734766635320744,0.1673640127385726,0.4090909053409092,0.3333333298003473,0.3863636326136364,0.11282051081867193,0.06167400706010214,0.11282051081867193
Прокуратура Южной Кореи обвинила Юн Сок Ёля в превышении полномочий,tass,yandex,tass,tass_combined_yandex_01_05_12_05.csv,10,0.24644549268974203,0.0813008080481198,0.23696681970396002,0.22018348386499453,0.07936507738977078,0.22018348386499453,0.1666666646522039,0.108108106395179,0.1666666646522039
